Nama Lokasi,Tipe Lokasi,Merk HP,Minat Digital,CTR,Durasi Akses (Menit/Minggu),Skor CTR,Skor Durasi Akses (Menit/Minggu),Skor Minat Digital,Level Respons CTR,Level Durasi Akses,Level Minat Digital,Usia,Sesi Login,Segmentasi Pengguna
Plaza Indonesia,Mall,Apple,Travel & Leisure,3.9,335,26.0,55.833333333333336,40.9,Rendah,Sedang,Sedang,38,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,3.2,441,21.333333333333336,73.5,47.4,Rendah,Tinggi,Sedang,41,Malam,The Camper
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,14.7,294,98.0,49.0,73.5,Tinggi,Sedang,Tinggi,41,Siang,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,12.8,260,85.33333333333334,43.333333333333336,64.3,Tinggi,Sedang,Sedang,39,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,6.3,197,42.0,32.83333333333333,37.4,Sedang,Rendah,Rendah,21,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,E-Book & Digital Education,3.8,108,25.33333333333333,18.0,21.7,Rendah,Rendah,Rendah,21,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,7.1,158,47.333333333333336,26.33333333333333,36.8,Sedang,Rendah,Rendah,45,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Travel & Leisure,8.4,323,56.00000000000001,53.833333333333336,54.9,Sedang,Sedang,Sedang,35,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,8.7,238,57.99999999999999,39.66666666666666,48.8,Sedang,Rendah,Sedang,35,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,13.3,450,88.66666666666667,75.0,81.8,Tinggi,Tinggi,Tinggi,30,Pagi,The Digital Star
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,6.3,474,42.0,79.0,60.5,Sedang,Tinggi,Sedang,42,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,9.8,333,65.33333333333334,55.50000000000001,60.4,Sedang,Sedang,Sedang,39,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,E-Book & Digital Education,11.2,593,74.66666666666666,98.83333333333331,86.8,Tinggi,Tinggi,Tinggi,18,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,10.9,317,72.66666666666667,52.83333333333333,62.8,Tinggi,Sedang,Sedang,19,Siang,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,14.1,544,94.0,90.66666666666666,92.3,Tinggi,Tinggi,Tinggi,43,Pagi,The Digital Star
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,1.6,219,10.666666666666668,36.5,23.6,Rendah,Rendah,Rendah,34,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,3.7,350,24.666666666666668,58.333333333333336,41.5,Rendah,Sedang,Sedang,34,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,0.5,425,3.333333333333333,70.83333333333334,37.1,Rendah,Tinggi,Rendah,30,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,6.7,241,44.66666666666666,40.16666666666666,42.4,Sedang,Sedang,Sedang,29,Sore,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Entertainment & Streaming,7.9,377,52.66666666666667,62.83333333333333,57.8,Sedang,Sedang,Sedang,23,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,4.6,482,30.666666666666664,80.33333333333333,55.5,Rendah,Tinggi,Sedang,21,Sore,The Camper
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,5.2,540,34.66666666666667,90.0,62.3,Rendah,Tinggi,Sedang,46,Malam,The Camper
Stasiun Sudirman,Transportasi,Oppo,E-Book & Digital Education,0.1,500,0.6666666666666667,83.33333333333334,42.0,Rendah,Tinggi,Sedang,31,Malam,The Camper
Plaza Indonesia,Mall,Vivo,E-Book & Digital Education,2.8,507,18.666666666666664,84.5,51.6,Rendah,Tinggi,Sedang,46,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,3.3,141,22.0,23.5,22.8,Rendah,Rendah,Rendah,23,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,E-Book & Digital Education,4.3,335,28.666666666666668,55.833333333333336,42.2,Rendah,Sedang,Sedang,22,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,1.7,526,11.333333333333332,87.66666666666667,49.5,Rendah,Tinggi,Sedang,41,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,4.8,215,32.0,35.833333333333336,33.9,Rendah,Rendah,Rendah,27,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,1.9,508,12.666666666666664,84.66666666666667,48.7,Rendah,Tinggi,Sedang,43,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,5.1,379,34.0,63.16666666666667,48.6,Rendah,Sedang,Sedang,46,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,1.2,209,8.0,34.833333333333336,21.4,Rendah,Rendah,Rendah,21,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,2.7,316,18.000000000000004,52.66666666666666,35.3,Rendah,Sedang,Rendah,44,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,11.6,513,77.33333333333333,85.5,81.4,Tinggi,Tinggi,Tinggi,24,Malam,The Digital Star
Starbucks Kemang,Cafe,Samsung,Travel & Leisure,10.0,273,66.66666666666666,45.5,56.1,Sedang,Sedang,Sedang,32,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,11.2,593,74.66666666666666,98.83333333333331,86.8,Tinggi,Tinggi,Tinggi,36,Siang,The Digital Star
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,13.3,283,88.66666666666667,47.16666666666667,67.9,Tinggi,Sedang,Sedang,37,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,11.9,182,79.33333333333333,30.333333333333336,54.8,Tinggi,Rendah,Sedang,36,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,2.3,151,15.333333333333332,25.166666666666664,20.2,Rendah,Rendah,Rendah,28,Pagi,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,14.0,121,93.33333333333331,20.166666666666664,56.8,Tinggi,Rendah,Sedang,25,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,1.9,298,12.666666666666664,49.66666666666666,31.2,Rendah,Sedang,Rendah,24,Pagi,The Passerby
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,11.0,81,73.33333333333333,13.5,43.4,Tinggi,Rendah,Sedang,22,Sore,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,10.6,361,70.66666666666667,60.16666666666667,65.4,Tinggi,Sedang,Sedang,38,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Apple,Travel & Leisure,5.2,539,34.66666666666667,89.83333333333333,62.2,Rendah,Tinggi,Sedang,28,Malam,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,8.0,520,53.333333333333336,86.66666666666667,70.0,Sedang,Tinggi,Sedang,29,Malam,The Camper
Plaza Indonesia,Mall,Samsung,Travel & Leisure,5.7,249,38.0,41.5,39.8,Rendah,Sedang,Rendah,32,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,4.8,124,32.0,20.666666666666668,26.3,Rendah,Rendah,Rendah,22,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,Travel & Leisure,2.3,349,15.333333333333332,58.16666666666666,36.8,Rendah,Sedang,Rendah,25,Siang,The Passerby
Plaza Indonesia,Mall,Samsung,Travel & Leisure,9.9,104,66.0,17.333333333333336,41.7,Sedang,Rendah,Sedang,43,Siang,The Passerby
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,2.9,92,19.33333333333333,15.333333333333332,17.3,Rendah,Rendah,Rendah,40,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Oppo,Travel & Leisure,9.4,322,62.66666666666667,53.66666666666666,58.2,Sedang,Sedang,Sedang,25,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,14.0,273,93.33333333333331,45.5,69.4,Tinggi,Sedang,Sedang,24,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,8.4,485,56.00000000000001,80.83333333333333,68.4,Sedang,Tinggi,Sedang,26,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,0.6,132,4.0,22.0,13.0,Rendah,Rendah,Rendah,27,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,8.0,254,53.333333333333336,42.333333333333336,47.8,Sedang,Sedang,Sedang,43,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,Travel & Leisure,11.2,485,74.66666666666666,80.83333333333333,77.8,Tinggi,Tinggi,Tinggi,28,Sore,The Digital Star
Kopi Kenangan Senayan,Cafe,Oppo,Entertainment & Streaming,13.2,230,88.0,38.333333333333336,63.2,Tinggi,Rendah,Sedang,25,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Apple,Travel & Leisure,15.0,513,100.0,85.5,92.8,Tinggi,Tinggi,Tinggi,36,Sore,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,11.5,500,76.66666666666667,83.33333333333334,80.0,Tinggi,Tinggi,Tinggi,19,Pagi,The Digital Star
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,11.5,320,76.66666666666667,53.333333333333336,65.0,Tinggi,Sedang,Sedang,29,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,8.9,590,59.333333333333336,98.33333333333331,78.8,Sedang,Tinggi,Tinggi,46,Siang,The Camper
Starbucks Kemang,Cafe,Apple,E-Book & Digital Education,0.3,342,2.0,56.99999999999999,29.5,Rendah,Sedang,Rendah,39,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,0.6,424,4.0,70.66666666666667,37.3,Rendah,Tinggi,Rendah,28,Sore,The Camper
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,3.5,367,23.33333333333333,61.16666666666667,42.2,Rendah,Sedang,Sedang,18,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,E-Book & Digital Education,11.9,237,79.33333333333333,39.5,59.4,Tinggi,Rendah,Sedang,40,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,9.6,98,64.0,16.333333333333332,40.2,Sedang,Rendah,Sedang,20,Malam,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,13.2,504,88.0,84.0,86.0,Tinggi,Tinggi,Tinggi,45,Siang,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,9.5,451,63.33333333333333,75.16666666666667,69.2,Sedang,Tinggi,Sedang,39,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Vivo,Travel & Leisure,2.2,574,14.666666666666666,95.66666666666669,55.2,Rendah,Tinggi,Sedang,36,Pagi,The Camper
Starbucks Kemang,Cafe,Oppo,Entertainment & Streaming,11.3,576,75.33333333333334,96.0,85.7,Tinggi,Tinggi,Tinggi,23,Malam,The Digital Star
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,2.0,144,13.333333333333334,24.0,18.7,Rendah,Rendah,Rendah,21,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,E-Book & Digital Education,1.3,573,8.666666666666668,95.5,52.1,Rendah,Tinggi,Sedang,29,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,3.0,464,20.0,77.33333333333333,48.7,Rendah,Tinggi,Sedang,42,Malam,The Camper
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,3.6,332,24.000000000000004,55.333333333333336,39.7,Rendah,Sedang,Rendah,23,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,10.1,493,67.33333333333333,82.16666666666667,74.8,Sedang,Tinggi,Tinggi,28,Pagi,The Camper
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,11.5,233,76.66666666666667,38.83333333333333,57.8,Tinggi,Rendah,Sedang,35,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,6.6,299,44.0,49.833333333333336,46.9,Sedang,Sedang,Sedang,32,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,11.1,308,74.0,51.33333333333333,62.7,Tinggi,Sedang,Sedang,22,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,5.1,173,34.0,28.83333333333333,31.4,Rendah,Rendah,Rendah,20,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,3.2,595,21.333333333333336,99.16666666666669,60.2,Rendah,Tinggi,Sedang,36,Siang,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,5.6,599,37.33333333333333,99.83333333333331,68.6,Rendah,Tinggi,Sedang,23,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,4.1,536,27.33333333333333,89.33333333333333,58.3,Rendah,Tinggi,Sedang,37,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,0.3,455,2.0,75.83333333333333,38.9,Rendah,Tinggi,Rendah,38,Malam,The Camper
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,13.0,150,86.66666666666667,25.0,55.8,Tinggi,Rendah,Sedang,43,Siang,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,3.7,372,24.666666666666668,62.0,43.3,Rendah,Sedang,Sedang,29,Pagi,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,10.3,423,68.66666666666667,70.5,69.6,Sedang,Tinggi,Sedang,41,Sore,The Camper
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,13.2,90,88.0,15.0,51.5,Tinggi,Rendah,Sedang,21,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,1.3,451,8.666666666666668,75.16666666666667,41.9,Rendah,Tinggi,Sedang,36,Pagi,The Camper
Stasiun Sudirman,Transportasi,Apple,Entertainment & Streaming,3.6,216,24.000000000000004,36.0,30.0,Rendah,Rendah,Rendah,26,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,2.0,201,13.333333333333334,33.5,23.4,Rendah,Rendah,Rendah,36,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,10.3,596,68.66666666666667,99.33333333333331,84.0,Sedang,Tinggi,Tinggi,40,Sore,The Camper
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,4.8,181,32.0,30.166666666666668,31.1,Rendah,Rendah,Rendah,42,Siang,The Passerby
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,13.2,483,88.0,80.5,84.2,Tinggi,Tinggi,Tinggi,42,Pagi,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,11.7,169,77.99999999999999,28.166666666666668,53.1,Tinggi,Rendah,Sedang,20,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,9.1,296,60.66666666666667,49.333333333333336,55.0,Sedang,Sedang,Sedang,27,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,10.3,548,68.66666666666667,91.33333333333331,80.0,Sedang,Tinggi,Tinggi,46,Pagi,The Camper
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,12.8,563,85.33333333333334,93.83333333333331,89.6,Tinggi,Tinggi,Tinggi,31,Sore,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,11.5,75,76.66666666666667,12.5,44.6,Tinggi,Rendah,Sedang,39,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,1.0,509,6.666666666666667,84.83333333333334,45.8,Rendah,Tinggi,Sedang,25,Siang,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,6.4,102,42.66666666666667,17.0,29.8,Sedang,Rendah,Rendah,19,Sore,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,Entertainment & Streaming,9.2,597,61.33333333333333,99.5,80.4,Sedang,Tinggi,Tinggi,23,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,7.8,465,52.0,77.5,64.8,Sedang,Tinggi,Sedang,32,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,4.4,467,29.33333333333333,77.83333333333333,53.6,Rendah,Tinggi,Sedang,22,Sore,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,13.8,589,92.0,98.16666666666669,95.1,Tinggi,Tinggi,Tinggi,33,Pagi,The Digital Star
Starbucks Kemang,Cafe,Samsung,Travel & Leisure,1.7,198,11.333333333333332,33.0,22.2,Rendah,Rendah,Rendah,32,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,8.9,266,59.333333333333336,44.333333333333336,51.8,Sedang,Sedang,Sedang,46,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,1.4,520,9.333333333333332,86.66666666666667,48.0,Rendah,Tinggi,Sedang,24,Malam,The Camper
Plaza Indonesia,Mall,Vivo,Travel & Leisure,14.2,447,94.66666666666669,74.5,84.6,Tinggi,Tinggi,Tinggi,34,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,13.1,213,87.33333333333333,35.5,61.4,Tinggi,Rendah,Sedang,41,Siang,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,4.6,516,30.666666666666664,86.0,58.3,Rendah,Tinggi,Sedang,24,Malam,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,0.1,319,0.6666666666666667,53.16666666666666,26.9,Rendah,Sedang,Rendah,18,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,9.1,565,60.66666666666667,94.16666666666669,77.4,Sedang,Tinggi,Tinggi,31,Siang,The Camper
Starbucks Kemang,Cafe,Oppo,Entertainment & Streaming,6.6,66,44.0,11.0,27.5,Sedang,Rendah,Rendah,31,Pagi,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,0.7,211,4.666666666666666,35.16666666666667,19.9,Rendah,Rendah,Rendah,26,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Travel & Leisure,12.6,365,84.0,60.83333333333333,72.4,Tinggi,Sedang,Tinggi,42,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,10.1,241,67.33333333333333,40.16666666666666,53.8,Sedang,Sedang,Sedang,33,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,4.8,448,32.0,74.66666666666667,53.3,Rendah,Tinggi,Sedang,45,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,2.0,341,13.333333333333334,56.833333333333336,35.1,Rendah,Sedang,Rendah,44,Siang,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,0.9,149,6.000000000000001,24.83333333333333,15.4,Rendah,Rendah,Rendah,40,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,9.1,384,60.66666666666667,64.0,62.3,Sedang,Sedang,Sedang,21,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,8.4,592,56.00000000000001,98.66666666666669,77.3,Sedang,Tinggi,Tinggi,35,Sore,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,10.6,258,70.66666666666667,43.0,56.8,Tinggi,Sedang,Sedang,18,Sore,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,12.0,484,80.0,80.66666666666666,80.3,Tinggi,Tinggi,Tinggi,26,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,9.6,348,64.0,57.99999999999999,61.0,Sedang,Sedang,Sedang,29,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,E-Book & Digital Education,11.5,176,76.66666666666667,29.33333333333333,53.0,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,12.5,258,83.33333333333334,43.0,63.2,Tinggi,Sedang,Sedang,28,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,F&B & Culinary Lifestyle,9.7,553,64.66666666666666,92.16666666666666,78.4,Sedang,Tinggi,Tinggi,31,Pagi,The Camper
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,6.9,483,46.0,80.5,63.2,Sedang,Tinggi,Sedang,19,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,Travel & Leisure,8.0,273,53.333333333333336,45.5,49.4,Sedang,Sedang,Sedang,23,Sore,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,14.5,347,96.66666666666669,57.833333333333336,77.2,Tinggi,Sedang,Tinggi,18,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,9.1,251,60.66666666666667,41.833333333333336,51.2,Sedang,Sedang,Sedang,29,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,10.6,338,70.66666666666667,56.333333333333336,63.5,Tinggi,Sedang,Sedang,22,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,12.4,369,82.66666666666667,61.5,72.1,Tinggi,Sedang,Tinggi,39,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,11.7,154,77.99999999999999,25.666666666666664,51.8,Tinggi,Rendah,Sedang,43,Sore,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,2.9,555,19.33333333333333,92.5,55.9,Rendah,Tinggi,Sedang,31,Sore,The Camper
Stasiun Sudirman,Transportasi,Samsung,Travel & Leisure,10.2,195,68.0,32.5,50.2,Sedang,Rendah,Sedang,42,Pagi,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,0.1,105,0.6666666666666667,17.5,9.1,Rendah,Rendah,Rendah,34,Malam,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,7.8,379,52.0,63.16666666666667,57.6,Sedang,Sedang,Sedang,18,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,3.0,353,20.0,58.833333333333336,39.4,Rendah,Sedang,Rendah,26,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,2.2,340,14.666666666666666,56.66666666666666,35.7,Rendah,Sedang,Rendah,32,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,8.1,386,53.99999999999999,64.33333333333333,59.2,Sedang,Sedang,Sedang,30,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,2.6,378,17.333333333333336,63.0,40.2,Rendah,Sedang,Sedang,37,Malam,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,7.1,111,47.333333333333336,18.5,32.9,Sedang,Rendah,Rendah,45,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,10.6,516,70.66666666666667,86.0,78.3,Tinggi,Tinggi,Tinggi,33,Siang,The Digital Star
Stasiun Sudirman,Transportasi,Apple,Travel & Leisure,1.2,536,8.0,89.33333333333333,48.7,Rendah,Tinggi,Sedang,20,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,6.8,536,45.33333333333333,89.33333333333333,67.3,Sedang,Tinggi,Sedang,21,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,E-Book & Digital Education,13.7,461,91.33333333333331,76.83333333333333,84.1,Tinggi,Tinggi,Tinggi,19,Pagi,The Digital Star
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,7.3,126,48.66666666666666,21.0,34.8,Sedang,Rendah,Rendah,36,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,11.5,190,76.66666666666667,31.666666666666664,54.2,Tinggi,Rendah,Sedang,32,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,E-Book & Digital Education,8.3,132,55.333333333333336,22.0,38.7,Sedang,Rendah,Rendah,24,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,F&B & Culinary Lifestyle,9.3,222,62.0,37.0,49.5,Sedang,Rendah,Sedang,28,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,11.8,505,78.66666666666667,84.16666666666667,81.4,Tinggi,Tinggi,Tinggi,40,Siang,The Digital Star
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,11.1,558,74.0,93.0,83.5,Tinggi,Tinggi,Tinggi,39,Pagi,The Digital Star
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,12.3,240,82.0,40.0,61.0,Tinggi,Rendah,Sedang,36,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,Entertainment & Streaming,4.9,122,32.66666666666667,20.33333333333333,26.5,Rendah,Rendah,Rendah,43,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,11.4,212,76.0,35.333333333333336,55.7,Tinggi,Rendah,Sedang,18,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,2.9,384,19.33333333333333,64.0,41.7,Rendah,Sedang,Sedang,27,Sore,The Passerby
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,10.8,412,72.00000000000001,68.66666666666667,70.3,Tinggi,Sedang,Tinggi,25,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,12.8,123,85.33333333333334,20.5,52.9,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
